price,region,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,Engine HP
41990,hanford-corcoran,2014.0,chevrolet,corvette stingray,good,8 cylinders,gas,48340.0,clean,other,rwd,coupe,red,ca,455.0
8400,hanford-corcoran,2014.0,kia,soul,excellent,4 cylinders,gas,114826.0,clean,automatic,fwd,hatchback,green,ca,147.0
44990,hanford-corcoran,2014.0,chevrolet,corvette stingray,good,8 cylinders,gas,22973.0,clean,other,rwd,coupe,black,ca,455.0
14495,humboldt county,2015.0,dodge,journey,excellent,6 cylinders,gas,79658.0,clean,automatic,fwd,SUV,silver,ca,243.0
14495,humboldt county,2016.0,volkswagen,beetle,excellent,4 cylinders,gas,74077.0,clean,automatic,fwd,hatchback,white,ca,186.8421052631579
14995,humboldt county,2015.0,ford,fusion,excellent,4 cylinders,gas,76196.0,clean,automatic,fwd,sedan,grey,ca,208.6
0,humboldt county,2016.0,gmc,sierra 1500,like new,8 cylinders,gas,32000.0,clean,automatic,4wd,pickup,white,ca,317.6666666666667
11495,humboldt county,2017.0,hyundai,elantra,excellent,4 cylinders,gas,93208.0,clean,automatic,fwd,sedan,red,ca,156.88888888888889
8000,humboldt county,1991.0,volkswagen,vanagon,good,4 cylinders,gas,250600.0,clean,automatic,rwd,van,white,ca,90.0
12995,humboldt county,2017.0,ford,focus,excellent,3 cylinders,gas,59816.0,clean,automatic,fwd,sedan,silver,ca,154.71428571428572
23495,humboldt county,2017.0,nissan,pathfinder,excellent,6 cylinders,gas,67288.0,clean,automatic,4wd,SUV,silver,ca,284.0
14995,humboldt county,2017.0,nissan,sentra,excellent,4 cylinders,gas,67879.0,clean,automatic,fwd,sedan,black,ca,143.14285714285714
18495,humboldt county,2016.0,dodge,journey,excellent,6 cylinders,gas,64916.0,clean,automatic,4wd,SUV,black,ca,239.0
3500,humboldt county,2004.0,chevrolet,cavalier,excellent,4 cylinders,gas,156000.0,clean,automatic,rwd,sedan,black,ca,140.0
9000,humboldt county,1994.0,toyota,pickup,good,4 cylinders,gas,213660.0,clean,manual,4wd,pickup,white,ca,133.0
8500,humboldt county,1991.0,volkswagen,vanagon,good,4 cylinders,gas,14555.0,clean,manual,fwd,van,red,ca,90.0
12100,humboldt county,2017.0,nissan,sentra,excellent,4 cylinders,gas,74000.0,clean,automatic,fwd,sedan,white,ca,143.14285714285714
11995,humboldt county,2015.0,nissan,altima,excellent,4 cylinders,gas,93112.0,clean,automatic,fwd,sedan,red,ca,226.0
7500,imperial county,2015.0,nissan,sentra,like new,4 cylinders,gas,57060.0,clean,automatic,fwd,sedan,black,ca,130.0
6995,inland empire,2008.0,chevrolet,trailblazer,excellent,6 cylinders,gas,115311.0,clean,automatic,fwd,SUV,black,ca,315.0
2500,inland empire,2016.0,hyundai,elantra gt,good,4 cylinders,gas,112793.0,clean,automatic,fwd,hatchback,grey,ca,173.0
8500,inland empire,2012.0,acura,tl,excellent,6 cylinders,gas,155000.0,clean,automatic,fwd,sedan,grey,ca,294.2857142857143
14750,inland empire,2016.0,mazda,cx-5,excellent,6 cylinders,gas,101500.0,clean,automatic,4wd,SUV,white,ca,179.85714285714286
6200,inland empire,2015.0,chevrolet,spark,excellent,4 cylinders,gas,49011.0,clean,manual,fwd,hatchback,black,ca,84.0
23900,inland empire,2014.0,lexus,is 250,excellent,6 cylinders,gas,80654.0,clean,automatic,rwd,sedan,white,ca,204.0
32900,inland empire,2017.0,mercedes-benz,c-class,excellent,4 cylinders,gas,34981.0,clean,automatic,rwd,coupe,white,ca,314.4
9900,inland empire,2015.0,chrysler,200,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,sedan,grey,ca,221.0
22900,inland empire,2017.0,infiniti,q50,excellent,4 cylinders,gas,31252.0,clean,automatic,rwd,sedan,black,ca,283.42857142857144
18900,inland empire,2017.0,dodge,durango,excellent,6 cylinders,gas,0.0,clean,automatic,fwd,wagon,white,ca,308.0
18900,inland empire,2017.0,kia,sorento,excellent,6 cylinders,gas,85837.0,clean,automatic,4wd,wagon,white,ca,258.0769230769231
22900,inland empire,2016.0,dodge,charger,excellent,8 cylinders,gas,81644.0,clean,automatic,rwd,sedan,silver,ca,398.3333333333333
8900,inland empire,2015.0,nissan,versa note,excellent,4 cylinders,gas,63168.0,clean,automatic,fwd,hatchback,blue,ca,109.0
17900,inland empire,2015.0,mercedes-benz,cla-class,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,sedan,black,ca,257.0
10900,inland empire,2016.0,hyundai,sonata,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,sedan,black,ca,200.0909090909091
22900,inland empire,2016.0,mazda,cx-9,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,wagon,white,ca,227.0
7900,inland empire,2015.0,nissan,sentra,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,sedan,silver,ca,130.0
12900,inland empire,2016.0,dodge,grand caravan,excellent,6 cylinders,gas,0.0,clean,automatic,fwd,van,black,ca,283.0
14900,inland empire,2014.0,mazda,cx-5,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,wagon,grey,ca,171.57142857142858
21900,inland empire,2016.0,ford,explorer,excellent,6 cylinders,gas,54322.0,clean,automatic,fwd,SUV,blue,ca,308.75
19900,inland empire,2016.0,chevrolet,colorado,excellent,4 cylinders,gas,77495.0,clean,automatic,rwd,truck,red,ca,249.73684210526315
0,inland empire,2016.0,kia,rio,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,sedan,silver,ca,138.0
10900,inland empire,2017.0,ford,escape,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,wagon,white,ca,168.0
7900,inland empire,2017.0,mitsubishi,mirage,excellent,3 cylinders,gas,63874.0,clean,automatic,fwd,hatchback,black,ca,78.0
13900,inland empire,2007.0,chevrolet,silverado 1500 classic,excellent,8 cylinders,gas,0.0,clean,automatic,rwd,truck,black,ca,273.7755102040816
10900,inland empire,2017.0,nissan,altima,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,sedan,black,ca,205.0
13900,inland empire,2017.0,hyundai,sonata,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,sedan,blue,ca,199.41666666666666
11900,inland empire,2016.0,ford,fusion,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,sedan,black,ca,208.6
13900,inland empire,2016.0,nissan,sentra,excellent,4 cylinders,gas,45627.0,clean,automatic,fwd,sedan,white,ca,130.0
13900,inland empire,2015.0,toyota,corolla,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,sedan,white,ca,134.0
8900,inland empire,2014.0,hyundai,accent,excellent,4 cylinders,gas,0.0,clean,automatic,fwd,hatchback,blue,ca,138.0
11900,inland empire,2016.0,nissan,sentra,excellent,4 cylinders,gas,77256.0,clean,automatic,fwd,sedan,black,ca,130.0
8900,inland empire,2016.0,dodge,grand caravan,excellent,6 cylinders,gas,0.0,clean,automatic,fwd,van,white,ca,283.0
18500,inland empire,2006.0,lincoln,mark lt,excellent,8 cylinders,gas,100500.0,clean,automatic,4wd,pickup,black,ca,300.0
12300,inland empire,2015.0,nissan,murano,good,6 cylinders,gas,58000.0,salvage,automatic,fwd,SUV,silver,ca,260.0
14900,inland empire,2006.0,lincoln,mark lt,excellent,8 cylinders,gas,100500.0,clean,automatic,4wd,pickup,black,ca,300.0
7995,inland empire,2011.0,dodge,nitro,excellent,6 cylinders,gas,132349.0,clean,automatic,rwd,SUV,black,ca,230.0
2650,inland empire,2008.0,chrysler,pt cruiser,excellent,4 cylinders,gas,139000.0,clean,automatic,fwd,hatchback,purple,ca,157.5
11995,inland empire,2016.0,ford,fusion hybrid,good,4 cylinders,hybrid,102901.0,clean,automatic,rwd,sedan,white,ca,188.0
18995,inland empire,2017.0,nissan,altima,good,4 cylinders,gas,61293.0,clean,automatic,rwd,sedan,black,ca,205.0
13995,inland empire,2016.0,kia,forte,good,4 cylinders,gas,51737.0,clean,automatic,rwd,sedan,black,ca,178.6
20495,inland empire,2017.0,nissan,maxima,good,6 cylinders,gas,87208.0,clean,automatic,rwd,sedan,white,ca,300.0
3595,inland empire,2001.0,infiniti,qx4,good,6 cylinders,gas,112750.0,clean,automatic,4wd,SUV,black,ca,240.0
28500,inland empire,2001.0,chrysler,prowler,excellent,6 cylinders,gas,97500.0,clean,automatic,rwd,convertible,blue,ca,253.0
22000,inland empire,2015.0,chevrolet,camaro,excellent,6 cylinders,gas,31900.0,clean,automatic,fwd,convertible,black,ca,408.2307692307692
12300,inland empire,2017.0,toyota,yaris ia,excellent,4 cylinders,gas,46000.0,clean,automatic,fwd,sedan,silver,ca,106.0
6200,inland empire,2015.0,chevrolet,spark,excellent,4 cylinders,gas,49011.0,clean,manual,fwd,hatchback,black,ca,84.0
18500,inland empire,2006.0,lincoln,mark lt,excellent,8 cylinders,gas,100500.0,clean,automatic,4wd,pickup,black,ca,300.0
1000,inland empire,2004.0,mitsubishi,diamante,fair,6 cylinders,gas,244005.0,clean,automatic,fwd,sedan,custom,ca,206.66666666666666
319,inland empire,2017.0,dodge,charger,like new,8 cylinders,gas,72442.0,clean,automatic,rwd,sedan,orange,ca,407.0
9200,inland empire,2015.0,toyota,prius,good,4 cylinders,hybrid,63000.0,salvage,automatic,fwd,hatchback,white,ca,134.0
315,inland empire,2016.0,honda,pilot,like new,6 cylinders,gas,91551.0,clean,automatic,fwd,SUV,black,ca,280.0
275,inland empire,2015.0,hyundai,sonata,like new,4 cylinders,gas,54223.0,clean,automatic,fwd,sedan,blue,ca,202.84615384615384
4900,inland empire,2007.0,toyota,camry solara,good,4 cylinders,gas,116250.0,clean,automatic,fwd,coupe,blue,ca,185.0
14900,inland empire,2006.0,lincoln,mark lt,excellent,8 cylinders,gas,100500.0,clean,automatic,4wd,pickup,black,ca,300.0
6200,inland empire,2015.0,chevrolet,spark,excellent,4 cylinders,gas,49011.0,clean,manual,fwd,hatchback,black,ca,84.0
11000,inland empire,2015.0,chevrolet,equinox,excellent,4 cylinders,gas,104455.0,clean,automatic,fwd,SUV,black,ca,182.0
8975,inland empire,2016.0,chevrolet,malibu limited,excellent,4 cylinders,gas,144000.0,clean,automatic,fwd,sedan,white,ca,197.0
28500,inland empire,2015.0,gmc,yukon xl,excellent,8 cylinders,gas,110000.0,clean,automatic,rwd,SUV,red,ca,376.6666666666667
12900,inland empire,2015.0,audi,a3,like new,4 cylinders,gas,100000.0,clean,automatic,rwd,sedan,black,ca,186.0
4900,inland empire,2007.0,toyota,camry solara,good,4 cylinders,gas,116250.0,clean,automatic,fwd,coupe,blue,ca,185.0
10999,inland empire,2015.0,bmw,3 series,excellent,4 cylinders,gas,67000.0,salvage,automatic,rwd,sedan,black,ca,233.53846153846155
6200,inland empire,2015.0,chevrolet,spark,excellent,4 cylinders,gas,49011.0,clean,manual,fwd,hatchback,black,ca,84.0
4750,inland empire,2004.0,buick,lesabre,excellent,6 cylinders,gas,76977.0,clean,automatic,fwd,sedan,red,ca,205.0
6995,inland empire,2015.0,toyota,prius,good,4 cylinders,hybrid,196474.0,clean,automatic,rwd,hatchback,silver,ca,134.0
23900,inland empire,2017.0,audi,a3,good,4 cylinders,gas,33589.0,clean,automatic,rwd,convertible,black,ca,203.0
7500,inland empire,2009.0,ford,crown victoria,excellent,8 cylinders,gas,108000.0,clean,automatic,rwd,sedan,black,ca,224.0
13900,inland empire,2015.0,audi,q5,excellent,4 cylinders,gas,135082.0,clean,automatic,4wd,SUV,white,ca,244.14285714285714
38000,inland empire,2017.0,toyota,tundra,excellent,8 cylinders,gas,40300.0,clean,automatic,rwd,truck,black,ca,372.48
0,inland empire,2017.0,toyota,camry,excellent,4 cylinders,gas,80580.0,clean,automatic,fwd,sedan,grey,ca,208.0
18000,inland empire,2016.0,infiniti,q50,like new,6 cylinders,gas,31000.0,salvage,automatic,4wd,sedan,grey,ca,296.0
8300,inland empire,2015.0,honda,civic,good,4 cylinders,gas,118234.0,clean,automatic,fwd,sedan,grey,ca,152.07692307692307
12900,inland empire,2015.0,kia,sedona,excellent,6 cylinders,gas,112996.0,clean,automatic,fwd,van,custom,ca,276.0
27900,inland empire,2015.0,chevrolet,silverado 1500,excellent,6 cylinders,gas,77905.0,clean,automatic,rwd,truck,red,ca,305.0
13900,inland empire,2015.0,toyota,camry,excellent,4 cylinders,gas,107561.0,clean,automatic,fwd,sedan,silver,ca,208.0
18900,inland empire,2017.0,nissan,frontier,excellent,4 cylinders,gas,67888.0,clean,automatic,rwd,truck,white,ca,241.1818181818182
13900,inland empire,2016.0,hyundai,sonata hybrid,excellent,4 cylinders,hybrid,87724.0,clean,automatic,fwd,sedan,silver,ca,193.0
10900,inland empire,2016.0,nissan,sentra,excellent,4 cylinders,gas,92833.0,clean,automatic,fwd,sedan,white,ca,130.0
5900,inland empire,2015.0,mitsubishi,mirage,excellent,4 cylinders,gas,78715.0,clean,other,fwd,hatchback,black,ca,74.0
27900,inland empire,2015.0,chevrolet,tahoe,excellent,8 cylinders,gas,107297.0,clean,automatic,rwd,SUV,white,ca,355.0
41900,inland empire,2016.0,bmw,7 series,excellent,6 cylinders,gas,50673.0,clean,automatic,rwd,sedan,black,ca,403.3333333333333
28900,inland empire,2016.0,lexus,rc 200t,excellent,4 cylinders,gas,63675.0,clean,automatic,rwd,coupe,blue,ca,241.0
17900,inland empire,2017.0,honda,hr-v,excellent,4 cylinders,gas,63167.0,clean,automatic,fwd,hatchback,white,ca,141.0
16900,inland empire,2015.0,chevrolet,colorado,excellent,4 cylinders,gas,82855.0,clean,other,rwd,truck,white,ca,249.73684210526315
19900,inland empire,2016.0,ford,explorer,excellent,4 cylinders,gas,69322.0,clean,automatic,fwd,wagon,silver,ca,308.75
29900,inland empire,2015.0,ford,f-150,excellent,6 cylinders,gas,30105.0,clean,automatic,rwd,truck,black,ca,328.8
14900,inland empire,2016.0,kia,sorento,excellent,4 cylinders,gas,100020.0,clean,automatic,fwd,wagon,black,ca,255.66666666666666
13900,inland empire,2017.0,ford,escape,excellent,4 cylinders,gas,65620.0,clean,automatic,fwd,wagon,silver,ca,168.0
3900,los angeles,1994.0,toyota,pickup,excellent,4 cylinders,gas,178459.0,clean,manual,fwd,pickup,green,ca,133.0
2495,los angeles,2015.0,dodge,journey,like new,6 cylinders,gas,80751.0,clean,automatic,fwd,SUV,black,ca,243.0
35000,los angeles,2016.0,ford,mustang,excellent,8 cylinders,gas,21700.0,clean,manual,rwd,coupe,grey,ca,354.375
9950,los angeles,2017.0,nissan,versa,like new,4 cylinders,gas,18631.0,clean,manual,fwd,sedan,white,ca,109.0
9300,los angeles,2006.0,acura,rsx,salvage,4 cylinders,gas,123940.0,salvage,manual,fwd,coupe,black,ca,164.2
2700,los angeles,2002.0,infiniti,i35,like new,4 cylinders,gas,134000.0,clean,automatic,fwd,sedan,grey,ca,255.0
16000,los angeles,2008.0,nissan,350z,like new,6 cylinders,gas,100704.0,clean,automatic,rwd,coupe,white,ca,306.0
6995,los angeles,2015.0,toyota,prius,excellent,4 cylinders,hybrid,196496.0,clean,automatic,fwd,hatchback,silver,ca,134.0
12995,los angeles,2015.0,nissan,rogue,excellent,4 cylinders,gas,38984.0,clean,automatic,4wd,SUV,grey,ca,170.0
23495,los angeles,2015.0,audi,s4,excellent,6 cylinders,gas,92278.0,clean,automatic,4wd,sedan,black,ca,333.0
25995,los angeles,2015.0,audi,s4,excellent,6 cylinders,gas,59012.0,clean,automatic,4wd,sedan,black,ca,333.0
59995,los angeles,2014.0,porsche,boxster,like new,6 cylinders,gas,6450.0,clean,automatic,rwd,coupe,white,ca,290.0
11300,los angeles,2017.0,honda,civic,like new,4 cylinders,gas,41000.0,salvage,automatic,fwd,sedan,silver,ca,169.36
3000,los angeles,2013.0,dodge,avenger,fair,6 cylinders,gas,146468.0,clean,automatic,fwd,sedan,white,ca,209.66666666666666
14999,los angeles,2015.0,bmw,x1,excellent,4 cylinders,gas,60000.0,clean,automatic,rwd,SUV,black,ca,260.0
2450,los angeles,2005.0,chevrolet,cavalier,excellent,4 cylinders,gas,210.0,clean,automatic,fwd,coupe,black,ca,140.0
16600,los angeles,2015.0,audi,a4,excellent,4 cylinders,gas,82000.0,clean,automatic,fwd,sedan,blue,ca,220.0
1,los angeles,2016.0,honda,pilot,good,6 cylinders,gas,80000.0,clean,automatic,fwd,SUV,black,ca,280.0
888,los angeles,2006.0,infiniti,g35,good,4 cylinders,gas,141276.0,clean,automatic,fwd,sedan,silver,ca,287.2
666,los angeles,2006.0,infiniti,g35,good,4 cylinders,gas,141276.0,clean,automatic,fwd,sedan,silver,ca,287.2
11999,los angeles,2005.0,lexus,lx 470,excellent,8 cylinders,gas,144500.0,clean,automatic,4wd,offroad,grey,ca,235.0
14900,los angeles,2006.0,lincoln,mark lt,excellent,8 cylinders,gas,100500.0,clean,automatic,4wd,pickup,black,ca,300.0
2400,los angeles,1999.0,volvo,s70,good,5 cylinders,gas,142000.0,clean,automatic,fwd,sedan,silver,ca,194.5
13900,los angeles,2017.0,nissan,rogue,like new,4 cylinders,gas,12969.0,clean,automatic,fwd,SUV,black,ca,170.0
15995,los angeles,2017.0,cadillac,xts,excellent,6 cylinders,gas,21800.0,clean,automatic,rwd,sedan,black,ca,327.55555555555554
3850,los angeles,2007.0,volkswagen,rabbit,good,5 cylinders,gas,101166.0,clean,manual,fwd,hatchback,white,ca,150.0
2495,los angeles,2015.0,dodge,journey,like new,6 cylinders,gas,80751.0,clean,automatic,fwd,SUV,black,ca,243.0
10500,los angeles,2016.0,toyota,prius v,excellent,4 cylinders,gas,113000.0,salvage,automatic,fwd,hatchback,blue,ca,134.0
2700,los angeles,2002.0,infiniti,i35,like new,4 cylinders,gas,134000.0,clean,automatic,fwd,sedan,grey,ca,255.0
8400,los angeles,2017.0,mitsubishi,outlander sport,excellent,4 cylinders,gas,147258.0,clean,automatic,fwd,SUV,blue,ca,160.5
47000,los angeles,2015.0,chevrolet,ss,excellent,8 cylinders,gas,42900.0,clean,automatic,rwd,sedan,white,ca,415.0
18850,los angeles,2014.0,infiniti,q60 coupe,excellent,6 cylinders,gas,64000.0,clean,manual,rwd,coupe,black,ca,337.2
26000,los angeles,2016.0,lexus,rc 200t,excellent,4 cylinders,gas,60000.0,clean,automatic,rwd,coupe,orange,ca,241.0
18995,los angeles,2017.0,nissan,altima,good,4 cylinders,gas,61293.0,clean,automatic,rwd,sedan,black,ca,205.0
13995,los angeles,2016.0,kia,forte,good,4 cylinders,gas,51737.0,clean,automatic,rwd,sedan,black,ca,178.6
11995,los angeles,2016.0,ford,fusion hybrid,good,4 cylinders,hybrid,102901.0,clean,automatic,rwd,sedan,white,ca,188.0
20495,los angeles,2017.0,nissan,maxima,good,6 cylinders,gas,87208.0,clean,automatic,rwd,sedan,white,ca,300.0
11995,los angeles,2016.0,ford,fusion hybrid,good,4 cylinders,hybrid,102901.0,clean,automatic,rwd,sedan,white,ca,188.0
18995,los angeles,2017.0,nissan,altima,good,4 cylinders,gas,61293.0,clean,automatic,rwd,sedan,black,ca,205.0
20495,los angeles,2017.0,nissan,maxima,good,6 cylinders,gas,87208.0,clean,automatic,rwd,sedan,white,ca,300.0
13995,los angeles,2016.0,kia,forte,good,4 cylinders,gas,51737.0,clean,automatic,rwd,sedan,black,ca,178.6
10500,los angeles,2016.0,toyota,prius v,excellent,4 cylinders,gas,113000.0,salvage,automatic,fwd,hatchback,blue,ca,134.0
33995,los angeles,2017.0,audi,tt,excellent,4 cylinders,gas,21748.0,clean,automatic,4wd,coupe,yellow,ca,220.0
5400,los angeles,2009.0,kia,spectra,good,4 cylinders,gas,101845.0,clean,automatic,fwd,sedan,silver,ca,138.0
2200,los angeles,2009.0,pontiac,g6,good,4 cylinders,gas,174000.0,clean,automatic,fwd,sedan,grey,ca,213.0
13750,los angeles,2015.0,toyota,camry,excellent,4 cylinders,gas,86000.0,clean,automatic,fwd,sedan,silver,ca,208.0
37000,los angeles,2017.0,bmw,x5,excellent,6 cylinders,gas,58000.0,clean,automatic,4wd,SUV,white,ca,325.0
3700,los angeles,2004.0,volkswagen,phaeton,good,8 cylinders,gas,139000.0,clean,automatic,4wd,sedan,silver,ca,391.6666666666667
2700,los angeles,2002.0,infiniti,i35,like new,4 cylinders,gas,134000.0,clean,automatic,fwd,sedan,grey,ca,255.0
19500,los angeles,2006.0,lincoln,mark lt,excellent,8 cylinders,gas,100500.0,clean,automatic,4wd,pickup,black,ca,300.0
11000,los angeles,2017.0,nissan,nv200,excellent,4 cylinders,gas,96000.0,salvage,automatic,fwd,van,white,ca,131.0
22000,los angeles,2015.0,lexus,es 300h,excellent,4 cylinders,hybrid,65000.0,clean,automatic,fwd,sedan,silver,ca,200.0
8000,los angeles,2015.0,toyota,prius v,salvage,4 cylinders,gas,157521.0,salvage,automatic,fwd,other,grey,ca,134.0
2700,los angeles,2002.0,infiniti,i35,like new,4 cylinders,gas,134000.0,clean,automatic,fwd,sedan,grey,ca,255.0
6500,los angeles,1991.0,toyota,cressida,excellent,6 cylinders,gas,189000.0,clean,automatic,rwd,sedan,white,ca,190.0
13900,los angeles,2017.0,nissan,rogue,like new,4 cylinders,gas,12969.0,clean,automatic,fwd,SUV,black,ca,170.0
11900,los angeles,2015.0,honda,civic,like new,4 cylinders,gas,88477.0,clean,automatic,fwd,sedan,silver,ca,152.07692307692307
85000,mendocino county,2017.0,porsche,911,excellent,6 cylinders,gas,49500.0,clean,automatic,rwd,coupe,custom,ca,442.14285714285717
3950,mendocino county,2003.0,buick,century,good,6 cylinders,gas,76000.0,clean,automatic,fwd,sedan,red,ca,175.0
0,mendocino county,2017.0,nissan,rogue,excellent,4 cylinders,gas,77098.0,clean,automatic,fwd,wagon,white,ca,170.0
0,mendocino county,2015.0,hyundai,sonata,excellent,4 cylinders,gas,88208.0,clean,automatic,fwd,sedan,red,ca,202.84615384615384
0,mendocino county,2017.0,nissan,sentra,excellent,4 cylinders,gas,63063.0,clean,automatic,fwd,sedan,silver,ca,143.14285714285714
0,mendocino county,2015.0,infiniti,qx60,excellent,6 cylinders,gas,72960.0,clean,automatic,4wd,SUV,white,ca,247.5
0,mendocino county,2016.0,ford,edge,excellent,4 cylinders,gas,93254.0,clean,automatic,4wd,SUV,white,ca,255.0
0,mendocino county,2016.0,dodge,grand caravan,excellent,6 cylinders,gas,87267.0,clean,automatic,fwd,mini-van,silver,ca,283.0
0,mendocino county,2015.0,acura,tlx,excellent,6 cylinders,gas,88303.0,clean,automatic,fwd,sedan,white,ca,266.0
0,mendocino county,2016.0,honda,accord,excellent,6 cylinders,gas,169898.0,clean,automatic,fwd,coupe,silver,ca,210.5
0,mendocino county,2015.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,92727.0,clean,automatic,4wd,truck,grey,ca,305.0
0,mendocino county,2017.0,buick,envision,excellent,4 cylinders,gas,43306.0,clean,automatic,fwd,SUV,silver,ca,215.33333333333334
0,mendocino county,2017.0,mitsubishi,outlander,excellent,4 cylinders,gas,84441.0,clean,automatic,4wd,SUV,red,ca,174.28571428571428
0,mendocino county,2016.0,dodge,challenger,excellent,8 cylinders,gas,66865.0,clean,automatic,rwd,coupe,white,ca,427.2
0,mendocino county,2015.0,chevrolet,camaro,excellent,6 cylinders,gas,110489.0,clean,automatic,rwd,convertible,grey,ca,408.2307692307692
4400,mendocino county,1994.0,toyota,pickup,good,4 cylinders,gas,118500.0,clean,manual,rwd,truck,blue,ca,133.0
3950,mendocino county,2003.0,buick,century,good,6 cylinders,gas,75000.0,clean,automatic,fwd,sedan,red,ca,175.0
89,merced,2016.0,mazda,3,excellent,4 cylinders,gas,58350.0,salvage,automatic,fwd,sedan,silver,ca,164.66666666666666
12999,merced,2015.0,chrysler,200,excellent,4 cylinders,gas,78800.0,clean,automatic,fwd,sedan,silver,ca,221.0
9,merced,2006.0,infiniti,g35,excellent,6 cylinders,gas,93000.0,clean,automatic,rwd,coupe,custom,ca,287.2
12988,merced,2015.0,kia,optima hybrid,good,4 cylinders,electric,110110.0,clean,automatic,fwd,sedan,white,ca,199.0
0,merced,2017.0,dodge,challenger,excellent,6 cylinders,gas,105143.0,clean,automatic,rwd,coupe,grey,ca,423.61538461538464
0,merced,2017.0,dodge,challenger,excellent,6 cylinders,gas,105143.0,clean,automatic,rwd,coupe,grey,ca,423.61538461538464
12499,merced,2016.0,hyundai,sonata hybrid,excellent,4 cylinders,hybrid,92275.0,clean,automatic,fwd,sedan,silver,ca,193.0
26788,merced,2016.0,acura,mdx,good,6 cylinders,gas,56378.0,clean,automatic,fwd,other,white,ca,290.0
12995,modesto,2016.0,dodge,grand caravan,like new,6 cylinders,gas,74674.0,clean,automatic,fwd,van,blue,ca,283.0
21995,modesto,2015.0,chevrolet,silverado 1500,like new,6 cylinders,gas,65396.0,clean,automatic,4wd,pickup,white,ca,305.0
11995,modesto,2016.0,dodge,grand caravan,like new,6 cylinders,gas,88648.0,clean,automatic,fwd,van,white,ca,283.0
14795,modesto,2015.0,ford,transit connect,like new,4 cylinders,gas,148219.0,clean,automatic,fwd,van,white,ca,169.0
39995,modesto,2015.0,cadillac,escalade,like new,8 cylinders,gas,85805.0,clean,automatic,rwd,SUV,black,ca,420.0
5975,modesto,2009.0,kia,spectra,good,4 cylinders,gas,84771.0,clean,automatic,fwd,sedan,red,ca,138.0
36000,modesto,2016.0,chevrolet,suburban,excellent,8 cylinders,gas,55000.0,clean,automatic,rwd,SUV,white,ca,355.0
8000,modesto,2012.0,volkswagen,gti,good,4 cylinders,gas,126000.0,clean,automatic,fwd,hatchback,white,ca,200.0
22995,modesto,2016.0,chevrolet,silverado 1500,like new,8 cylinders,gas,156131.0,clean,automatic,4wd,pickup,white,ca,313.0
39995,modesto,2015.0,cadillac,escalade,like new,8 cylinders,gas,85805.0,clean,automatic,rwd,SUV,black,ca,420.0
7995,modesto,2010.0,mazda,cx-7,excellent,4 cylinders,gas,126000.0,clean,automatic,fwd,SUV,red,ca,216.33333333333334
12999,modesto,2015.0,chrysler,200,excellent,4 cylinders,gas,78800.0,clean,automatic,fwd,sedan,silver,ca,221.0
14950,modesto,2016.0,toyota,prius,excellent,4 cylinders,hybrid,65000.0,clean,automatic,fwd,hatchback,silver,ca,121.0
8900,modesto,2017.0,nissan,altima,new,4 cylinders,gas,69400.0,salvage,automatic,fwd,sedan,silver,ca,205.0
10250,modesto,2017.0,subaru,crosstrek,excellent,4 cylinders,gas,80500.0,salvage,automatic,4wd,hatchback,blue,ca,148.0
11499,modesto,2016.0,chevrolet,cruze,excellent,4 cylinders,gas,93571.0,clean,automatic,fwd,sedan,white,ca,153.0
14000,modesto,2015.0,ford,mustang,excellent,4 cylinders,gas,128000.0,clean,automatic,rwd,coupe,custom,ca,363.3333333333333
39995,modesto,2015.0,cadillac,escalade,like new,8 cylinders,gas,85805.0,clean,automatic,rwd,SUV,black,ca,420.0
8000,modesto,2016.0,toyota,corolla,like new,other,gas,214000.0,lien,automatic,4wd,other,white,ca,133.84615384615384
12995,modesto,2012.0,chevrolet,colorado,excellent,4 cylinders,gas,94350.0,clean,automatic,rwd,pickup,white,ca,217.1875
4700,modesto,2011.0,chevrolet,aveo,excellent,4 cylinders,gas,130000.0,clean,automatic,fwd,sedan,white,ca,108.0
37500,modesto,2016.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,40000.0,clean,automatic,rwd,pickup,black,ca,313.0
0,modesto,2017.0,dodge,challenger,excellent,6 cylinders,gas,105143.0,clean,automatic,rwd,coupe,grey,ca,423.61538461538464
32995,modesto,2016.0,honda,pilot,excellent,6 cylinders,gas,53962.0,clean,automatic,4wd,SUV,black,ca,280.0
13000,modesto,2015.0,nissan,frontier,good,6 cylinders,gas,175000.0,clean,automatic,fwd,pickup,white,ca,245.42857142857142
